0: 역곡상상시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 부일로749번길 31 | Lat/Lon: 37.48757743,126.8118954 | Cycle: 매일
173: 공릉동도깨비시장 | Type: 상설장 | Addr: 서울특별시 노원구 동일로180길 37 | Lat/Lon: 37.62269001,127.0762455 | Cycle: 매일
174: 돈암시장 | Type: 상설장 | Addr: 서울특별시 성북구 동소문로18길 18 (돈암제일시장 고객편의센터) | Lat/Lon: 37.59153032,127.0159199 | Cycle: 매일
175: 연서시장 | Type: 상설장 | Addr: 서울특별시 은평구 연서로 247 | Lat/Lon: 37.6196977,126.9221717 | Cycle: 매일
176: 경주성동공설시장 | Type: 상설장 | Addr: 경상북도 경주시 원화로 281번길 11-11 | Lat/Lon: 35.84554327,129.2162829 | Cycle: 매일
177: 용상공설시장 | Type: 상설장 | Addr: 경상북도 안동시 경동로 862 | Lat/Lon: 36.55947454,128.7501611 | Cycle: 매일
178: 양북시장 | Type: 상설장+5일장 | Addr: 경상북도 경주시 문무대왕면 감은로 53-30 | Lat/Lon: 35.79041062,129.4412131 | Cycle: 5일+10일
179: 불국사상가시장 | Type: 상설장 | Addr: 경상북도 경주시 진현로1길 59-5 | Lat/Lon: 35.78599622,129.3278545 | Cycle: 매일
180: 양남시장 | Type: 4일장 | Addr: 경상북도 경주시 양남면 하서중앙길 56-28 | Lat/Lon: 35.67538063,129.4636531 | Cycle: 4일+9일
181: 선비골전통시장 | Type: 상설장 | Addr: 경상북도 영주시 중앙로 83번길40 | Lat/Lon: 36.82425135,128.6231913 | Cycle: 매일
182: 경주중심상가시장 | Type: 상설장 | Addr: 경상북도 경주시 태종로 791번길16 | Lat/Lon: 35.84225687,129.2146864 | Cycle: 매일
183: 북정로중심상가시장 | Type: 상설장 | Addr: 경상북도 경주시 북정로 15 | Lat/Lon: 35.84229272,129.2151854 | Cycle: 매일
184: 산내시장 | Type: 3일장 | Addr: 경상북도 경주시 산내면 의곡중앙길 27 | Lat/Lon: 35.75781767,129.0464768 | Cycle: 3일+8일
185: 외동시장 | Type: 3일장 | Addr: 경상북도 경주시 외동읍 입실시장길 8-6 | Lat/Lon: 35.71460009,129.3257089 | Cycle: 3일+8일
186: 고령대가야시장 | Type: 상설장+4일장 | Addr: 경상북도 고령군 대가야읍 시장3길29 | Lat/Lon: 35.72731251,128.2666754 | Cycle: 4일+9일
187: 제일시장상가 | Type: 상설장 | Addr: 경상북도 구미시 1공단로 192 | Lat/Lon: 36.10172307,128.3841129 | Cycle: 매일
188: 구미공단종합시장 | Type: 상설장 | Addr: 경상북도 구미시 수출대로3길107 | Lat/Lon: 36.12063838,128.3715387 | Cycle: 매일
189: 구미파크시장 | Type: 상설장 | Addr: 경상북도 구미시 송동로 154 | Lat/Lon: 36.14936268,128.3254726 | Cycle: 매일
190: 선산봉황시장 | Type: 상설장 | Addr: 경상북도 구미시 선산읍 단계동길 24 | Lat/Lon: 36.23951857,128.300921 | Cycle: 2일+7일
191: 영주공설시장 | Type: 상설장 | Addr: 경상북도 영주시 구성로 330번길 30 | Lat/Lon: 36.82255263,128.6263234 | Cycle: 매일
192: 화정동서부시장 | Type: 상설장 | Addr: 광주광역시 서구 화운로156번길 24-1 | Lat/Lon: 35.15303898,126.8792883 | Cycle: 매일
193: 금오시장 | Type: 상설장 | Addr: 경상북도 구미시 금오시장로13 | Lat/Lon: 36.12611615,128.3406025 | Cycle: 매일
194: 현대유통쇼핑센타 | Type: 상설장 | Addr: 경상북도 구미시 구미중앙로 61-6 | Lat/Lon: 36.13004562,128.3300464 | Cycle: 매일
195: 구미종합상가 | Type: 상설장 | Addr: 경상북도 구미시 구미중앙로9길 14-6 | Lat/Lon: 36.13051882,128.3304432 | Cycle: 매일
196: 봉덕신시장 | Type: 상설장 | Addr: 대구광역시 남구 봉덕로 115 | Lat/Lon: 35.84510487,128.6033943 | Cycle: 매일
197: 가락타운상가시장 | Type: 상설장 | Addr: 부산광역시 사하구 하신번영로 233 | Lat/Lon: 35.10107699,128.9579668 | Cycle: 매일
198: 장천시장 | Type: 상설장+5일장 | Addr: 경상북도 구미시 장천면 상장5길 4 | Lat/Lon: 36.12569593,128.4934096 | Cycle: 5일+10일
199: 해평공설시장 | Type: 4일장 | Addr: 경상북도 구미시 해평면 해평시장3길 | Lat/Lon: , | Cycle: 4일+9일
200: 형곡시장프라자 | Type: 상설장 | Addr: 경상북도 구미시 형곡서로 121 | Lat/Lon: 36.11287628,128.3343324 | Cycle: 매일
201: 자갈치시장 | Type: 상설장 | Addr: 부산광역시 중구 자갈치해안로 52 | Lat/Lon: 35.09662907,129.030569 | Cycle: 매일
202: 화개장터 | Type: 상설장 | Addr: 경상남도 하동군 화개면 쌍계로 21 | Lat/Lon: 35.18862637,127.6242177 | Cycle: 매일
203: 횡천공설시장(횡천시장) | Type: 상설장+5일장 | Addr: 경상남도 하동군 횡천면 문화2길 24 | Lat/Lon: 35.10921398,127.8107034 | Cycle: 5일+10일
204: 가야상설시장(가야시장) | Type: 상설장+5일장 | Addr: 경상남도 함안군 가야읍 가야8길8 | Lat/Lon: 35.27725861,128.4064722 | Cycle: 5일+10일
205: 군북공설시장 | Type: 4일장 | Addr: 경상남도 함안군 군북면 중암8길 27 | Lat/Lon: 35.26104644,128.3469542 | Cycle: 4일+9일
206: 대산공설시장 | Type: 상설장 | Addr: 경상남도 함안군 대산면 대산중앙로 219 | Lat/Lon: 35.35283551,128.4281217 | Cycle: 1일+6일
207: 칠원공설시장 | Type: 3일장 | Addr: 경상남도 함안군 칠원읍 서남3길 14 (시골막창전문) | Lat/Lon: 35.30564997,128.5195218 | Cycle: 3일+8일
208: 함양토종약초시장 | Type: 상설장 | Addr: 경상남도 함양군 안의면 약초시장길 27 | Lat/Lon: 35.62596226,127.8137124 | Cycle: 매일
209: 안의시장 | Type: 5일장 | Addr: 경상남도 함양군 안의면 약초시장길 25-10 | Lat/Lon: 35.62629354,127.8140359 | Cycle: 5일+10일
210: 지리산함양시장 | Type: 상설장 | Addr: 경상남도 함양군 함양읍 용평 중앙길 20 | Lat/Lon: 35.51860419,127.7289883 | Cycle: 2일+7일
211: 가야시장 | Type: 5일장 | Addr: 경상남도 합천군 가야면 가야시장로 63-15 | Lat/Lon: 35.76024553,128.1383747 | Cycle: 5일+10일
212: 삼가시장 | Type: 상설장 | Addr: 경상남도 합천군 삼가면 일부5길 1 | Lat/Lon: 35.41281571,128.1222817 | Cycle: 2일+7일
213: 야로시장 | Type: 상설장 | Addr: 경상남도 합천군 야로면 시장길 7-5 | Lat/Lon: 35.70579394,128.1684717 | Cycle: 2일+7일
214: 초계시장 | Type: 상설장+5일장 | Addr: 경상남도 합천군 초계면 내동아막길 3 | Lat/Lon: 35.5595647,128.2671002 | Cycle: 5일+10일
215: 합천시장 | Type: 상설장+3일장 | Addr: 경상남도 합천군 합천읍 옥산로 53 | Lat/Lon: 35.56850852,128.1611582 | Cycle: 3일+8일
216: 황남상가시장 | Type: 상설장 | Addr: 경상북도 경주시 포석로1058-7 | Lat/Lon: 35.83566075,129.2103092 | Cycle: 매일
217: 자인공설시장 | Type: 상설장+3일장 | Addr: 경상북도 경산시 자인면 자인로 206-4 | Lat/Lon: 35.81649983,128.8229427 | Cycle: 3일+8일
218: 하양공설시장 | Type: 상설장+4일장 | Addr: 경상북도 경산시 하양읍 대학로 1543 | Lat/Lon: 35.91562378,128.8192553 | Cycle: 4일+9일
219: 감포시장 | Type: 상설장+3일장 | Addr: 경상북도 경주시 감포읍 감포로 115 | Lat/Lon: 35.80410761,129.502011 | Cycle: 3일+8일
220: 건천시장 | Type: 상설장+5일장 | Addr: 경상북도 경주시 건천읍 내서로 1131-1 | Lat/Lon: 35.84830099,129.1048124 | Cycle: 5일+10일
221: 불국시장 | Type: 상설장+4일장 | Addr: 경상북도 경주시 불국장터길 23-2 | Lat/Lon: 35.77599831,129.3008003 | Cycle: 4일+9일
222: 봉황중심상가시장 | Type: 상설장 | Addr: 경상북도 경주시 원효로 89 | Lat/Lon: 35.84221396,129.2106571 | Cycle: 매일
223: 서면시장 | Type: 5일장 | Addr: 경상북도 경주시 서면 내서로 401-5 | Lat/Lon: 35.89506107,129.0480446 | Cycle: 5일+10일
224: 중앙신시장 | Type: 상설장 | Addr: 경상북도 안동시 대안로98-15 | Lat/Lon: 36.56510661,128.7241511 | Cycle: 2일+7일
225: 북부상가시장 | Type: 상설장 | Addr: 경상북도 경주시 금성로 396번길 7 | Lat/Lon: 35.8534885,129.2075834 | Cycle: 2일+7일
226: 봉곡민속체험시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 봉곡로111번길 16 | Lat/Lon: 35.2469697,128.6719663 | Cycle: 매일
227: 소답시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 읍성로33번길 8 | Lat/Lon: 35.26563899,128.6212756 | Cycle: 2일+7일
228: 소계옛길시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 소계로 99-4 | Lat/Lon: 35.25791524,128.5982678 | Cycle: 매일
229: 지귀시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 지귀로119번길 6 | Lat/Lon: 35.24568147,128.6588339 | Cycle: 1일+6일
230: 경화시장 | Type: 상설장+3일장 | Addr: 경상남도 창원시 진해구 경화로 38번길 | Lat/Lon: , | Cycle: 3일+8일
231: 마천시장 | Type: 5일장 | Addr: 경상남도 창원시 진해구 웅동로 57번가길 7 | Lat/Lon: 35.12557099,128.7822355 | Cycle: 5일+10일
232: 웅천시장 | Type: 4일장 | Addr: 경상남도 창원시 진해구 웅천중로56번길 8 | Lat/Lon: 35.11102245,128.7509028 | Cycle: 4일+9일
233: 중부시장 | Type: 상설장 | Addr: 경상남도 창원시 진해구 중초로 20 | Lat/Lon: 35.15506526,128.6815616 | Cycle: 매일
234: 진해중앙시장 | Type: 상설장 | Addr: 경상남도 창원시 진해구 벚꽃로 60번길 25 | Lat/Lon: 35.15106741,128.6656454 | Cycle: 매일
235: 창원기계공구상가 | Type: 상설장 | Addr: 경상남도 창원시 의창구 창원대로 400 | Lat/Lon: 35.23376619,128.6410715 | Cycle: 매일
236: 합성옛길시장 | Type: 상설장 | Addr: 경상남도 창원시 마산 회원구 합성옛길 77 | Lat/Lon: 35.23533684,128.5820071 | Cycle: 매일
237: 동마산시장 | Type: 상설장 | Addr: 경상남도 창원시 마산 회원구 합성남8길 76 | Lat/Lon: 35.24003195,128.5875359 | Cycle: 매일
238: 합성동상가 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 합성옛길 136 | Lat/Lon: 35.23772413,128.5834595 | Cycle: 매일
239: 양덕중앙시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 양덕북10길 23 | Lat/Lon: 35.23264857,128.5842725 | Cycle: 매일
240: 역전통합시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 석전동15길 23 | Lat/Lon: 35.23613669,128.5794193 | Cycle: 매일
241: 코오롱타운상가 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 내서읍 호원로 361-2 | Lat/Lon: 35.26570272,128.5256104 | Cycle: 매일
242: 합성대로상가 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 3·15대로 745 | Lat/Lon: 35.2386927,128.5824458 | Cycle: 매일
243: 북신전통시장 | Type: 상설장 | Addr: 경상남도 통영시 북신시장1길 66 | Lat/Lon: 34.85415943,128.4275287 | Cycle: 매일
244: 서호전통시장 | Type: 상설장 | Addr: 경상남도 통영시 새터길 58-9 | Lat/Lon: 34.84147391,128.4201819 | Cycle: 매일
245: 통영중앙전통시장 | Type: 상설장 | Addr: 경상남도 통영시 중앙시장1길14-16 | Lat/Lon: 34.84529762,128.4246206 | Cycle: 2일+7일
246: 계천공설시장(계천시장) | Type: 5일장 | Addr: 경상남도 하동군 금남면 섬진강대로 977-17 | Lat/Lon: 34.9959861,127.8094975 | Cycle: 5일+10일
247: 북천공설시장 | Type: 4일장 | Addr: 경상남도 하동군 북천면 경서대로 2439-1 | Lat/Lon: 35.1137211,127.8919908 | Cycle: 4일+9일
248: 옥종공설시장 | Type: 3일장 | Addr: 경상남도 하동군 옥종면 옥종사장길 5 | Lat/Lon: , | Cycle: 3일+8일
249: 진교공설시장 | Type: 상설장+3일장 | Addr: 경상남도 하동군 진교면 선창길 24 | Lat/Lon: 35.02717394,127.9038204 | Cycle: 3일+8일
250: 하동공설시장 | Type: 상설장 | Addr: 경상남도 하동군 하동읍 시장 1길 12-2 | Lat/Lon: 35.0698114,127.7483819 | Cycle: 2일+7일
251: 가음대상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 원이대로 883번지 15-24 | Lat/Lon: , | Cycle: 매일
252: 가음정시장 | Type: 상설장 | Addr: 경상남도 창원시 성산구 원이대로863번길24 | Lat/Lon: 35.20829022,128.6977985 | Cycle: 매일
253: 경창상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 상남로 67 | Lat/Lon: 35.22016471,128.6793234 | Cycle: 매일
254: 덕산그린피아상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 용지로 64 | Lat/Lon: 35.2216794,128.676027 | Cycle: 매일
255: 대동훼미리코아상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 대정로 138 | Lat/Lon: 35.2117479,128.7076239 | Cycle: 매일
256: 성원3차종합상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 대암로80 | Lat/Lon: 35.21499999,128.7052999 | Cycle: 매일
257: 대방덕산1차상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 대정로 131 | Lat/Lon: 35.2136147,128.7068944 | Cycle: 매일
258: 동성올림픽타운 | Type: 상설장 | Addr: 경상남도 창원시 성산구 중앙대로 77 | Lat/Lon: 35.22223259,128.6777296 | Cycle: 매일
259: 반송시장 | Type: 상설장 | Addr: 경상남도 창원시 성산구 원이대로473번길 20-11 | Lat/Lon: 35.23514045,128.6710424 | Cycle: 매일
260: 사파동성종합상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 창이대로 733 | Lat/Lon: 35.21947569,128.702196 | Cycle: 매일
261: 상남시장 | Type: 상설장+4일장 | Addr: 경상남도 창원시 성산구 마디미로28 | Lat/Lon: 35.22221729,128.6833743 | Cycle: 4일+9일
262: 성원그랜드쇼핑상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 동산로 124 | Lat/Lon: 35.21937212,128.6915851 | Cycle: 매일
263: 양곡시장 | Type: 상설장 | Addr: 경상남도 창원시 성산구 신촌로102 | Lat/Lon: 35.20085109,128.628329 | Cycle: 매일
264: 양곡유신종합상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 신촌로 21 | Lat/Lon: 35.20755326,128.6267741 | Cycle: 매일
265: 중앙시장(창원중앙시장) | Type: 상설장 | Addr: 경상남도 창원시 성산구 외동반림로126번길 50 | Lat/Lon: 35.22720544,128.6760568 | Cycle: 매일
266: 창원캔버라상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 중앙대로61번길 4 | Lat/Lon: 35.22123568,128.6768305 | Cycle: 매일
267: 창원코아상가 | Type: 상설장 | Addr: 경상남도 창원시 성산구 상남로 71 | Lat/Lon: 35.22044112,128.6795378 | Cycle: 매일
268: 경민인터빌상가 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 양덕북12길 113 | Lat/Lon: 35.23190306,128.5838182 | Cycle: 매일
269: 기산프라자 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 오동동14길 29 | Lat/Lon: 35.20528716,128.58082 | Cycle: 매일
270: 대동중앙상가 | Type: 상설장 | Addr: 경상남도 창원시 의창구 반계로 105 | Lat/Lon: 35.2545535,128.6165941 | Cycle: 매일
271: 롯데종합상가 | Type: 상설장 | Addr: 경상남도 창원시 의창구 용지로225 | Lat/Lon: 35.23403968,128.685431 | Cycle: 매일
272: 명곡종합상가 | Type: 상설장 | Addr: 경상남도 창원시 의창구 명서로116번길 20 | Lat/Lon: 35.24848527,128.646224 | Cycle: 매일
273: 봉곡프라자상가 | Type: 상설장 | Addr: 경상남도 창원시 의창구 창이대로205번길 5 | Lat/Lon: 35.24543773,128.659521 | Cycle: 매일
274: 소계시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 소계로 83-6 | Lat/Lon: 35.25675239,128.5989701 | Cycle: 매일
275: 토월복합상가시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 신월로 42 | Lat/Lon: 35.22803686,128.6919407 | Cycle: 매일
276: 도계부부시장 | Type: 상설장 | Addr: 경상남도 창원시 의창구 원이대로 69번길 20 | Lat/Lon: 35.25721522,128.6371383 | Cycle: 매일
277: 이방정기시장 | Type: 상설장+4일장 | Addr: 경상남도 창녕군 이방면 이방대학로35-1 | Lat/Lon: , | Cycle: 4일+9일
278: 창녕상설시장 | Type: 상설장+3일장 | Addr: 경상남도 창녕군 창녕읍 시장길 66 | Lat/Lon: , | Cycle: 3일+8일
279: 구암시장 | Type: 상설장 | Addr: 경상남도 창원시 마산 회원구 구암남 14길 8 | Lat/Lon: 35.24953898,128.5996435 | Cycle: 매일
280: 북마산가구시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 북성로 33-1 | Lat/Lon: 35.21035524,128.5722761 | Cycle: 매일
281: 월영대시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 월영남1길 12 | Lat/Lon: 35.17946019,128.5576742 | Cycle: 매일
282: 대동씨코아상가시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 월영동로8 | Lat/Lon: 35.17975023,128.5624438 | Cycle: 매일
283: 마산어시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 복요리로 7 | Lat/Lon: 35.20376135,128.5789567 | Cycle: 매일
284: 신마산반월시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 반월시장2길 2 | Lat/Lon: 35.18922274,128.5610113 | Cycle: 매일
285: 부림상시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 3·15대로 349 | Lat/Lon: 35.20612909,128.5729194 | Cycle: 매일
286: 부림시장 | Type: 상설장 | Addr: 경상남도 창원시 마산함포구 3 15대로 352 | Lat/Lon: , | Cycle: 매일
287: 북마산중앙시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 상남시장로3 | Lat/Lon: 35.21603828,128.5711777 | Cycle: 매일
288: 산호시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 산호시장길 18 | Lat/Lon: 35.21837357,128.581716 | Cycle: 매일
289: 신마산시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 문화동15길 13 | Lat/Lon: 35.18109351,128.5617121 | Cycle: 매일
290: 정우새어시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 어시장7길126 | Lat/Lon: 35.20410405,128.5787107 | Cycle: 매일
291: 진동시장 | Type: 상설장+4일장 | Addr: 경상남도 창원시 마산합포구 진동면 진동시장길 43-7 | Lat/Lon: 35.11359014,128.487923 | Cycle: 4일+9일
292: 진동전통시장 | Type: 상설장+4일장 | Addr: 경상남도 창원시 마산합포구 진동면 진동시장길 62 | Lat/Lon: 35.11331794,128.4873368 | Cycle: 4일+9일
293: 마산수산시장 | Type: 상설장 | Addr: 경상남도 창원시 마산합포구 수산1길 186 | Lat/Lon: 35.20293997,128.5804341 | Cycle: 매일
294: 마산역번개시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 석전동 17길 37 | Lat/Lon: 35.23672222,128.5787496 | Cycle: 매일
295: 구암현대시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 구암서2길 36 | Lat/Lon: 35.24770952,128.5910363 | Cycle: 매일
296: 서마산시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 석전남16길64 | Lat/Lon: 35.22901572,128.5691214 | Cycle: 매일
297: 석전시장 | Type: 상설장 | Addr: 경상남도 창원시 마산회원구 석전동 6길 32 | Lat/Lon: 35.23040104,128.5749057 | Cycle: 매일
